Rank,Score,Num1,Num2,Num3,Num4,Num5,Sum,Even,Odd,Mean,Median
464,59.51,6,14,25,38,41,124,3,2,24.8,25.0
465,59.51,9,17,26,30,36,118,3,2,23.6,26.0
466,59.51,10,12,25,29,36,112,3,2,22.4,25.0
467,59.51,12,15,20,23,42,112,3,2,22.4,20.0
468,59.51,2,7,28,36,39,112,3,2,22.4,28.0
469,59.51,9,14,25,32,38,118,3,2,23.6,25.0
470,59.51,1,5,16,28,32,82,3,2,16.4,16.0
471,59.51,1,20,22,31,38,112,3,2,22.4,22.0
472,59.51,2,14,27,36,39,118,3,2,23.6,27.0
473,59.51,8,17,19,34,40,118,3,2,23.6,19.0
474,59.51,3,7,22,24,32,88,3,2,17.6,22.0
475,59.51,7,18,22,29,42,118,3,2,23.6,22.0
476,59.51,7,9,12,18,42,88,3,2,17.6,12.0
477,59.5,1,6,25,26,40,98,3,2,19.6,25.0
478,59.5,6,7,21,32,36,102,3,2,20.4,21.0
479,59.5,9,10,24,29,36,108,3,2,21.6,24.0
480,59.5,2,3,10,35,42,92,3,2,18.4,10.0
481,59.5,8,15,20,32,33,108,3,2,21.6,20.0
482,59.5,4,12,19,33,34,102,3,2,20.4,19.0
483,59.5,7,9,10,26,40,92,3,2,18.4,10.0
484,59.5,4,12,13,28,35,92,3,2,18.4,13.0
485,59.5,1,10,16,35,36,98,3,2,19.6,16.0
486,59.5,3,6,18,35,36,98,3,2,19.6,18.0
487,59.5,8,16,23,24,37,108,3,2,21.6,23.0
488,59.5,1,9,10,30,42,92,3,2,18.4,10.0
489,59.5,4,17,18,30,33,102,3,2,20.4,18.0
490,59.5,6,16,27,28,31,108,3,2,21.6,27.0
491,59.01,9,17,28,31,34,119,2,3,23.8,28.0
492,59.01,3,12,19,25,28,87,2,3,17.4,19.0
493,59.01,8,13,19,37,42,119,2,3,23.8,19.0
494,59.01,9,10,25,31,40,115,2,3,23.0,25.0
495,59.01,7,16,27,30,39,119,2,3,23.8,27.0
496,59.01,5,7,17,22,30,81,2,3,16.2,17.0
497,59.01,3,15,29,38,40,125,2,3,25.0,29.0
498,59.01,7,9,24,37,42,119,2,3,23.8,24.0
499,59.01,4,14,17,23,29,87,2,3,17.4,17.0
500,59.01,9,15,26,31,38,119,2,3,23.8,26.0
501,59.01,2,19,27,34,37,119,2,3,23.8,27.0
502,59.01,1,5,10,32,39,87,2,3,17.4,10.0
503,59.01,9,13,26,36,41,125,2,3,25.0,26.0
504,59.01,11,15,20,29,38,113,2,3,22.6,20.0
505,59.01,7,19,22,36,41,125,2,3,25.0,22.0
506,59.01,8,15,26,33,37,119,2,3,23.8,26.0
507,59.0,9,10,14,23,35,91,2,3,18.2,14.0
508,59.0,5,16,17,21,32,91,2,3,18.2,17.0
509,59.0,8,9,11,26,37,91,2,3,18.2,11.0
510,59.0,7,16,27,28,31,109,2,3,21.8,27.0
511,59.0,5,7,28,31,32,103,2,3,20.6,28.0
512,59.0,2,17,25,26,39,109,2,3,21.8,25.0
513,59.0,1,17,18,32,35,103,2,3,20.6,18.0
514,59.0,3,5,22,39,40,109,2,3,21.8,22.0
515,59.0,5,19,22,23,40,109,2,3,21.8,22.0
516,59.0,3,13,29,30,34,109,2,3,21.8,29.0
517,59.0,9,15,20,32,33,109,2,3,21.8,20.0
518,58.51,5,14,18,23,26,86,3,2,17.2,18.0
519,58.51,9,18,23,24,36,110,3,2,22.0,23.0
520,58.51,2,4,21,25,34,86,3,2,17.2,21.0
521,58.51,12,14,23,30,41,120,3,2,24.0,23.0
522,58.51,1,9,22,40,42,114,3,2,22.8,22.0
523,58.51,6,9,10,27,38,90,3,2,18.0,10.0
524,58.51,8,10,15,24,29,86,3,2,17.2,15.0
525,58.51,5,16,24,36,39,120,3,2,24.0,24.0
526,58.51,9,17,24,34,36,120,3,2,24.0,24.0
527,58.51,3,4,25,36,42,110,3,2,22.0,25.0
528,58.51,2,3,16,28,41,90,3,2,18.0,16.0
529,58.51,2,22,27,30,33,114,3,2,22.8,27.0
530,58.51,8,17,28,33,40,126,3,2,25.2,28.0
531,58.51,4,20,23,32,41,120,3,2,24.0,23.0
532,58.51,10,16,24,27,37,114,3,2,22.8,24.0
533,58.51,3,10,18,39,40,110,3,2,22.0,18.0
534,58.51,6,15,16,23,30,90,3,2,18.0,16.0
535,58.51,4,20,25,30,41,120,3,2,24.0,25.0
536,58.51,8,12,29,34,37,120,3,2,24.0,29.0
537,58.51,10,14,20,35,41,120,3,2,24.0,20.0
538,58.51,10,14,26,29,35,114,3,2,22.8,26.0
539,58.5,1,10,12,36,37,96,3,2,19.2,12.0
540,58.5,7,8,24,31,34,104,3,2,20.8,24.0
541,58.5,7,8,20,27,34,96,3,2,19.2,20.0
542,58.5,6,7,20,34,37,104,3,2,20.8,20.0
543,58.5,2,11,18,36,37,104,3,2,20.8,18.0
544,58.5,2,8,23,31,32,96,3,2,19.2,23.0
545,58.01,3,13,26,34,35,111,2,3,22.2,26.0
546,58.01,3,6,31,33,42,115,2,3,23.0,31.0
547,58.01,1,12,13,27,36,89,2,3,17.8,13.0
548,58.01,4,7,11,25,32,79,2,3,15.8,11.0
549,58.01,1,17,30,32,41,121,2,3,24.2,30.0
550,58.01,7,10,11,22,39,89,2,3,17.8,11.0
551,58.01,2,19,20,31,39,111,2,3,22.2,20.0
552,58.01,5,15,28,29,34,111,2,3,22.2,28.0
553,58.01,5,9,26,39,42,121,2,3,24.2,26.0
554,58.01,1,11,12,25,40,89,2,3,17.8,12.0
555,58.01,7,9,17,40,42,115,2,3,23.0,17.0
556,58.01,9,11,18,22,25,85,2,3,17.0,18.0
557,58.01,11,18,20,27,39,115,2,3,23.0,20.0
558,58.01,8,9,11,27,34,89,2,3,17.8,11.0
559,58.01,3,17,19,22,24,85,2,3,17.0,19.0
560,58.01,2,9,21,23,30,85,2,3,17.0,21.0
561,58.01,1,22,27,30,35,115,2,3,23.0,27.0
562,58.01,15,18,23,27,32,115,2,3,23.0,23.0
563,58.0,8,9,21,27,40,105,2,3,21.0,21.0
564,58.0,5,6,25,27,42,105,2,3,21.0,25.0
565,58.0,1,7,22,23,42,95,2,3,19.0,22.0
566,57.51,4,7,12,21,34,78,3,2,15.6,12.0
567,57.51,2,5,14,26,31,78,3,2,15.6,14.0
568,57.51,10,12,24,29,41,116,3,2,23.2,24.0
569,57.51,8,20,24,31,33,116,3,2,23.2,24.0
570,57.51,8,9,12,20,39,88,3,2,17.6,12.0
571,57.51,4,6,30,35,41,116,3,2,23.2,30.0
572,57.51,3,20,22,32,39,116,3,2,23.2,22.0
573,57.51,3,21,28,30,34,116,3,2,23.2,28.0
574,57.51,6,11,26,27,42,112,3,2,22.4,26.0
575,57.51,4,12,29,30,37,112,3,2,22.4,29.0
576,57.51,4,12,18,23,27,84,3,2,16.8,18.0
577,57.51,1,13,14,20,40,88,3,2,17.6,14.0
578,57.51,10,15,21,34,36,116,3,2,23.2,21.0
579,57.51,9,14,28,35,42,128,3,2,25.6,28.0
580,57.51,1,25,28,30,32,116,3,2,23.2,28.0
581,57.51,16,18,21,26,35,116,3,2,23.2,21.0
582,57.51,8,9,12,27,32,88,3,2,17.6,12.0
583,57.51,4,5,26,35,42,112,3,2,22.4,26.0
584,57.51,5,6,11,28,38,88,3,2,17.6,11.0
585,57.51,7,16,19,36,38,116,3,2,23.2,19.0
586,57.51,4,11,20,21,32,88,3,2,17.6,20.0
587,57.51,4,13,14,27,30,88,3,2,17.6,14.0
588,57.51,8,19,21,36,38,122,3,2,24.4,21.0
589,57.51,1,6,11,28,32,78,3,2,15.6,11.0
590,57.51,3,16,19,22,24,84,3,2,16.8,19.0
591,57.51,14,19,22,26,35,116,3,2,23.2,22.0
592,57.5,10,18,22,23,33,106,3,2,21.2,22.0
593,57.5,12,19,20,23,32,106,3,2,21.2,20.0
594,57.5,12,19,20,25,30,106,3,2,21.2,20.0
595,57.5,1,2,25,28,38,94,3,2,18.8,25.0
596,57.01,3,18,29,34,39,123,2,3,24.6,29.0
597,57.01,1,21,28,33,40,123,2,3,24.6,28.0
598,57.01,4,6,13,23,31,77,2,3,15.4,13.0
599,57.01,9,18,25,32,39,123,2,3,24.6,25.0
600,57.01,7,21,26,30,33,117,2,3,23.4,26.0
601,57.01,11,19,21,24,42,117,2,3,23.4,21.0
602,57.01,2,12,33,35,41,123,2,3,24.6,33.0
603,57.01,9,17,20,33,34,113,2,3,22.6,20.0
604,57.01,9,15,25,26,38,113,2,3,22.6,25.0
605,57.01,5,8,14,19,37,83,2,3,16.6,14.0
606,57.01,3,11,31,36,42,123,2,3,24.6,31.0
607,57.01,3,8,12,19,41,83,2,3,16.6,12.0
608,57.01,15,17,22,28,35,117,2,3,23.4,22.0
609,57.01,7,11,18,22,25,83,2,3,16.6,18.0
610,57.0,4,9,21,36,37,107,2,3,21.4,21.0
611,57.0,2,3,18,33,37,93,2,3,18.6,18.0
612,56.51,8,20,26,31,33,118,3,2,23.6,26.0
613,56.51,7,17,18,32,40,114,3,2,22.8,18.0
614,56.51,11,18,22,29,38,118,3,2,23.6,22.0
615,56.51,2,15,24,36,37,114,3,2,22.8,24.0
616,56.51,4,7,31,36,40,118,3,2,23.6,31.0
617,56.51,6,15,28,29,36,114,3,2,22.8,28.0
618,56.51,5,9,18,24,26,82,3,2,16.4,18.0
619,56.51,4,15,18,20,25,82,3,2,16.4,18.0
620,56.51,13,15,26,30,40,124,3,2,24.8,26.0
621,56.51,1,4,12,27,32,76,3,2,15.2,12.0
622,56.51,3,15,16,38,42,114,3,2,22.8,16.0
623,56.51,9,16,24,25,40,114,3,2,22.8,24.0
624,56.51,1,18,22,36,37,114,3,2,22.8,22.0
625,56.51,9,20,22,32,35,118,3,2,23.6,22.0
626,56.51,1,6,10,28,31,76,3,2,15.2,10.0
627,56.51,8,16,27,34,39,124,3,2,24.8,27.0
628,56.51,3,9,16,26,28,82,3,2,16.4,16.0
629,56.51,3,14,15,20,34,86,3,2,17.2,15.0
630,56.5,4,7,18,31,32,92,3,2,18.4,18.0
631,56.5,3,4,22,29,34,92,3,2,18.4,22.0
632,56.5,1,20,21,32,34,108,3,2,21.6,21.0
633,56.5,11,12,22,26,37,108,3,2,21.6,22.0
634,56.5,1,2,18,34,37,92,3,2,18.4,18.0
635,56.01,2,5,34,37,41,119,2,3,23.8,34.0
636,56.01,1,4,11,22,37,75,2,3,15.0,11.0
637,56.01,15,17,21,30,36,119,2,3,23.8,21.0
638,56.01,1,23,26,34,41,125,2,3,25.0,26.0
639,56.01,1,4,11,23,36,75,2,3,15.0,11.0
640,56.01,7,11,12,20,35,85,2,3,17.0,12.0
641,56.01,3,7,12,19,40,81,2,3,16.2,12.0
642,56.01,3,14,25,39,40,121,2,3,24.2,25.0
643,56.01,17,19,21,24,38,119,2,3,23.8,21.0
644,56.0,5,7,28,34,35,109,2,3,21.8,28.0
645,56.0,1,4,29,37,38,109,2,3,21.8,29.0
646,56.0,5,17,18,33,36,109,2,3,21.8,18.0
647,56.0,5,6,12,31,37,91,2,3,18.2,12.0
648,56.0,7,9,29,30,34,109,2,3,21.8,29.0
649,56.0,12,13,22,27,35,109,2,3,21.8,22.0
650,55.51,8,14,29,30,41,122,3,2,24.4,29.0
651,55.51,6,9,13,18,34,80,3,2,16.0,13.0
652,55.51,14,17,20,28,41,120,3,2,24.0,20.0
653,55.51,7,8,28,32,35,110,3,2,22.0,28.0
654,55.51,3,8,19,20,34,84,3,2,16.8,19.0
655,55.51,5,22,26,30,37,120,3,2,24.0,26.0
656,55.51,3,18,26,27,42,116,3,2,23.2,26.0
657,55.51,5,16,28,29,38,116,3,2,23.2,28.0
658,55.51,17,18,20,24,31,110,3,2,22.0,20.0
659,55.51,4,9,14,31,32,90,3,2,18.0,14.0
660,55.51,7,18,22,34,35,116,3,2,23.2,22.0
661,55.51,7,14,26,27,42,116,3,2,23.2,26.0
662,55.51,5,18,29,30,34,116,3,2,23.2,29.0
663,55.51,2,10,15,31,32,90,3,2,18.0,15.0
664,55.51,1,8,10,35,36,90,3,2,18.0,10.0
665,55.51,12,15,22,23,38,110,3,2,22.0,22.0
666,55.51,7,18,19,30,42,116,3,2,23.2,19.0
667,55.51,2,3,13,34,38,90,3,2,18.0,13.0
668,55.51,7,20,28,30,41,126,3,2,25.2,28.0
669,55.51,1,13,32,38,42,126,3,2,25.2,32.0
670,55.01,5,23,28,31,34,121,2,3,24.2,28.0
671,55.01,11,15,26,31,38,121,2,3,24.2,26.0
672,55.01,10,19,21,22,39,111,2,3,22.2,21.0
673,55.01,7,23,26,31,40,127,2,3,25.4,26.0
674,55.01,1,7,25,26,30,89,2,3,17.8,25.0
675,55.01,7,15,28,33,34,117,2,3,23.4,28.0
676,55.01,3,10,17,40,41,111,2,3,22.2,17.0
677,55.01,6,9,16,21,27,79,2,3,15.8,16.0
678,55.01,2,12,13,25,31,83,2,3,16.6,13.0
679,55.01,7,12,29,30,39,117,2,3,23.4,29.0
680,55.01,5,14,29,30,39,117,2,3,23.4,29.0
681,55.01,8,11,29,30,39,117,2,3,23.4,29.0
682,55.01,1,23,26,34,37,121,2,3,24.2,26.0
683,55.01,3,17,18,37,42,117,2,3,23.4,18.0
684,55.01,7,15,18,24,25,89,2,3,17.8,18.0
685,55.01,3,9,22,38,39,111,2,3,22.2,22.0
686,55.01,10,11,21,32,37,111,2,3,22.2,21.0
687,55.01,11,16,22,37,41,127,2,3,25.4,22.0
688,55.01,2,5,29,37,38,111,2,3,22.2,29.0
689,55.01,10,18,23,33,37,121,2,3,24.2,23.0
690,55.01,5,20,23,31,32,111,2,3,22.2,23.0
691,55.01,5,10,11,26,31,83,2,3,16.6,11.0
692,55.01,7,21,28,31,34,121,2,3,24.2,28.0
693,55.01,10,15,26,29,41,121,2,3,24.2,26.0
694,54.51,2,4,10,21,35,72,3,2,14.4,10.0
695,54.51,16,17,20,28,31,112,3,2,22.4,20.0
696,54.51,6,17,18,33,38,112,3,2,22.4,18.0
697,54.51,2,3,13,26,38,82,3,2,16.4,13.0
698,54.51,6,20,23,34,39,122,3,2,24.4,23.0
699,54.51,13,18,22,30,39,122,3,2,24.4,22.0
700,54.51,10,16,25,36,41,128,3,2,25.6,25.0
701,54.51,1,2,16,24,39,82,3,2,16.4,16.0
702,54.51,10,18,27,31,36,122,3,2,24.4,27.0
703,54.51,2,13,14,21,32,82,3,2,16.4,14.0
704,54.51,6,7,26,38,41,118,3,2,23.6,26.0
705,54.51,2,8,16,25,27,78,3,2,15.6,16.0
706,54.51,15,18,21,22,36,112,3,2,22.4,21.0
707,54.51,2,8,17,30,31,88,3,2,17.6,17.0
708,54.51,4,8,18,21,27,78,3,2,15.6,18.0
709,54.51,8,10,11,22,31,82,3,2,16.4,11.0
710,54.51,4,7,12,14,41,78,3,2,15.6,12.0
711,54.51,12,15,25,34,36,122,3,2,24.4,25.0
712,54.51,5,20,25,36,42,128,3,2,25.6,25.0
713,54.51,14,16,24,25,33,112,3,2,22.4,24.0
714,54.51,7,16,30,35,40,128,3,2,25.6,30.0
715,54.01,11,19,25,26,32,113,2,3,22.6,25.0
716,54.01,7,13,32,36,41,129,2,3,25.8,32.0
717,54.01,6,20,23,35,39,123,2,3,24.6,23.0
718,54.01,5,20,27,34,37,123,2,3,24.6,27.0
719,54.01,4,9,10,25,33,81,2,3,16.2,10.0
720,54.01,12,19,22,35,41,129,2,3,25.8,22.0
721,54.01,2,3,22,29,31,87,2,3,17.4,22.0
722,54.01,1,7,12,33,34,87,2,3,17.4,12.0
723,54.01,15,17,20,32,39,123,2,3,24.6,20.0
724,54.01,2,14,17,21,23,77,2,3,15.4,17.0
725,54.01,9,15,31,34,40,129,2,3,25.8,31.0
726,54.01,11,17,24,36,41,129,2,3,25.8,24.0
727,54.01,1,2,25,28,31,87,2,3,17.4,25.0
728,54.01,5,12,27,37,38,119,2,3,23.8,27.0
729,54.01,5,20,29,32,37,123,2,3,24.6,29.0
730,54.01,4,23,25,30,31,113,2,3,22.6,25.0
731,54.01,11,14,27,29,42,123,2,3,24.6,27.0
732,54.01,2,3,11,26,39,81,2,3,16.2,11.0
733,54.01,6,12,33,37,41,129,2,3,25.8,33.0
734,54.01,2,9,16,23,27,77,2,3,15.4,16.0
735,53.52,1,21,34,40,42,138,3,2,27.6,34.0
736,53.52,5,22,27,37,40,131,2,3,26.2,27.0
737,53.52,9,21,29,36,40,135,2,3,27.0,29.0
738,53.52,17,20,22,33,41,133,2,3,26.6,22.0
739,53.52,13,25,28,31,42,139,2,3,27.8,28.0
740,53.52,17,19,25,32,42,135,2,3,27.0,25.0
741,53.52,1,26,29,37,40,133,2,3,26.6,29.0
742,53.52,3,24,34,37,41,139,2,3,27.8,34.0
743,53.52,3,11,38,40,42,134,3,2,26.8,38.0
744,53.52,6,20,33,39,41,139,2,3,27.8,33.0
745,53.52,12,24,27,34,41,138,3,2,27.6,27.0
746,53.52,4,24,33,35,40,136,3,2,27.2,33.0
747,53.52,15,19,23,36,42,135,2,3,27.0,23.0
748,53.52,6,25,29,31,42,133,2,3,26.6,29.0
749,53.52,13,19,23,38,40,133,2,3,26.6,23.0
750,53.52,5,19,32,36,41,133,2,3,26.6,32.0
751,53.52,7,26,29,37,40,139,2,3,27.8,29.0
752,53.52,12,19,26,37,42,136,3,2,27.2,26.0
753,53.52,9,22,25,35,40,131,2,3,26.2,25.0
754,53.52,4,21,29,36,42,132,3,2,26.4,29.0
755,53.52,8,14,35,39,41,137,2,3,27.4,35.0
756,53.52,11,24,26,35,41,137,2,3,27.4,26.0
757,53.52,12,16,29,38,41,136,3,2,27.2,29.0
758,53.52,9,20,31,33,42,135,2,3,27.0,31.0
759,53.52,8,21,28,37,42,136,3,2,27.2,28.0
760,53.52,11,16,26,37,42,132,3,2,26.4,26.0
761,53.52,7,18,32,39,42,138,3,2,27.6,32.0
762,53.52,12,22,28,35,41,138,3,2,27.6,28.0
763,53.52,1,24,31,36,40,132,3,2,26.4,31.0
764,53.52,8,21,24,37,42,132,3,2,26.4,24.0
765,53.52,2,20,32,39,41,134,3,2,26.8,32.0
766,53.52,14,17,24,35,41,131,2,3,26.2,24.0
767,53.52,5,23,31,38,40,137,2,3,27.4,31.0
768,53.52,14,18,21,35,42,130,3,2,26.0,21.0
769,53.52,5,22,27,38,40,132,3,2,26.4,27.0
770,53.52,8,23,26,34,41,132,3,2,26.4,26.0
771,53.52,10,21,24,39,41,135,2,3,27.0,24.0
772,53.52,11,20,29,36,40,136,3,2,27.2,29.0
773,53.52,3,14,31,40,42,130,3,2,26.0,31.0
774,53.52,8,13,31,38,42,132,3,2,26.4,31.0
775,53.52,1,26,34,37,40,138,3,2,27.6,34.0
776,53.52,12,17,21,38,42,130,3,2,26.0,21.0
777,53.51,12,17,26,28,41,124,3,2,24.8,26.0
778,53.51,2,3,19,26,30,80,3,2,16.0,19.0
779,53.51,4,12,15,27,28,86,3,2,17.2,15.0
780,53.51,2,8,11,29,30,80,3,2,16.0,11.0
781,53.51,14,15,21,26,38,114,3,2,22.8,21.0
782,53.51,4,18,29,34,35,120,3,2,24.0,29.0
783,53.51,1,11,18,20,26,76,3,2,15.2,18.0
784,53.51,2,11,16,22,25,76,3,2,15.2,16.0
785,53.51,12,16,22,35,39,124,3,2,24.8,22.0
786,53.51,10,19,20,27,38,114,3,2,22.8,20.0
787,53.51,17,18,20,25,34,114,3,2,22.8,20.0
788,53.51,13,16,22,34,39,124,3,2,24.8,22.0
789,53.51,4,23,26,33,38,124,3,2,24.8,26.0
790,53.51,2,3,27,40,42,114,3,2,22.8,27.0
791,53.51,2,3,20,28,33,86,3,2,17.2,20.0
792,53.51,2,11,18,20,25,76,3,2,15.2,18.0
793,53.51,12,13,20,28,41,114,3,2,22.8,20.0
794,53.51,8,9,13,20,30,80,3,2,16.0,13.0
795,53.51,2,3,15,22,38,80,3,2,16.0,15.0
796,53.51,12,21,24,31,36,124,3,2,24.8,24.0
797,53.01,7,21,24,31,32,115,2,3,23.0,24.0
798,53.01,3,14,15,24,29,85,2,3,17.0,15.0
799,53.01,1,6,14,17,37,75,2,3,15.0,14.0
800,53.01,12,19,27,29,38,125,2,3,25.0,27.0
801,53.01,1,16,27,38,39,121,2,3,24.2,27.0
802,53.01,7,18,19,36,41,121,2,3,24.2,19.0
803,53.01,6,17,19,20,23,85,2,3,17.0,19.0
804,53.01,1,5,16,19,34,75,2,3,15.0,16.0
805,53.01,7,15,24,37,38,121,2,3,24.2,24.0
806,53.01,13,19,24,33,36,125,2,3,25.0,24.0
807,52.51,2,9,24,40,41,116,3,2,23.2,24.0
808,52.51,8,20,24,35,39,126,3,2,25.2,24.0
809,52.51,6,13,16,24,25,84,3,2,16.8,16.0
810,52.51,1,6,12,19,36,74,3,2,14.8,12.0
811,52.51,1,8,17,22,26,74,3,2,14.8,17.0
812,52.51,17,18,23,26,32,116,3,2,23.2,23.0
813,52.51,3,7,16,20,28,74,3,2,14.8,16.0
814,52.51,1,2,11,34,36,84,3,2,16.8,11.0
815,52.51,8,19,22,39,40,128,3,2,25.6,22.0
816,52.51,15,19,20,26,36,116,3,2,23.2,20.0
817,52.51,5,6,10,23,34,78,3,2,15.6,10.0
818,52.51,1,6,17,22,28,74,3,2,14.8,17.0
819,52.51,12,19,28,31,36,126,3,2,25.2,28.0
820,52.51,6,12,13,24,29,84,3,2,16.8,13.0
821,52.51,4,9,15,22,24,74,3,2,14.8,15.0
822,52.51,4,12,15,20,23,74,3,2,14.8,15.0
823,52.01,7,9,16,25,26,83,2,3,16.6,16.0
824,52.01,1,4,19,20,33,77,2,3,15.4,19.0
825,52.01,1,9,32,33,42,117,2,3,23.4,32.0
826,52.01,1,5,16,30,31,83,2,3,16.6,16.0
827,52.01,1,9,16,17,40,83,2,3,16.6,16.0
828,52.01,11,16,27,34,39,127,2,3,25.4,27.0
829,52.01,1,9,16,19,28,73,2,3,14.6,16.0
830,52.01,12,21,25,31,38,127,2,3,25.4,25.0
831,52.01,11,12,25,34,41,123,2,3,24.6,25.0
832,52.01,8,9,11,16,39,83,2,3,16.6,11.0
833,52.01,2,5,11,13,42,73,2,3,14.6,11.0
834,52.01,1,12,14,21,25,73,2,3,14.6,14.0
835,52.01,6,9,15,19,24,73,2,3,14.6,15.0
836,52.01,4,7,16,19,27,73,2,3,14.6,16.0
837,52.01,7,9,12,18,27,73,2,3,14.6,12.0
838,52.01,6,9,18,19,31,83,2,3,16.6,18.0
839,52.01,10,13,29,36,39,127,2,3,25.4,29.0
840,52.01,4,7,29,38,39,117,2,3,23.4,29.0
841,51.51,16,19,24,29,40,128,3,2,25.6,24.0
842,51.51,4,9,12,20,27,72,3,2,14.4,12.0
843,51.51,6,12,13,22,29,82,3,2,16.4,13.0
844,51.51,16,19,23,28,42,128,3,2,25.6,23.0
845,51.51,14,19,23,24,38,118,3,2,23.6,23.0
846,51.51,11,12,26,30,39,118,3,2,23.6,26.0
847,51.51,7,18,19,36,38,118,3,2,23.6,19.0
848,51.51,8,12,17,22,23,82,3,2,16.4,17.0
849,51.51,3,4,17,22,30,76,3,2,15.2,17.0
850,51.51,12,19,26,27,34,118,3,2,23.6,26.0
851,51.51,18,20,25,31,34,128,3,2,25.6,25.0
852,51.51,6,15,30,31,42,124,3,2,24.8,30.0
853,51.51,5,10,12,27,28,82,3,2,16.4,12.0
854,51.01,2,23,24,31,39,119,2,3,23.8,24.0
855,51.01,1,2,13,30,35,81,2,3,16.2,13.0
856,51.01,2,7,14,19,29,71,2,3,14.2,14.0
857,51.01,1,7,12,17,34,71,2,3,14.2,12.0
858,51.01,7,12,15,23,24,81,2,3,16.2,15.0
859,51.01,5,7,12,19,28,71,2,3,14.2,12.0
860,51.01,15,19,20,29,36,119,2,3,23.8,20.0
861,51.01,4,23,29,30,33,119,2,3,23.8,29.0
862,51.01,1,16,19,20,25,81,2,3,16.2,19.0
863,51.01,5,9,10,15,42,81,2,3,16.2,10.0
864,51.01,4,7,12,15,33,71,2,3,14.2,12.0
865,51.01,13,18,28,31,39,129,2,3,25.8,28.0
866,51.01,1,23,28,33,34,119,2,3,23.8,28.0
867,51.01,1,25,26,33,40,125,2,3,25.0,26.0
868,51.01,1,5,16,18,31,71,2,3,14.2,16.0
869,50.52,13,19,25,36,38,131,2,3,26.2,25.0
870,50.52,5,26,28,33,39,131,2,3,26.2,28.0
871,50.52,16,23,27,32,38,136,3,2,27.2,27.0
872,50.52,6,9,35,40,42,132,3,2,26.4,35.0
873,50.52,17,22,25,32,38,134,3,2,26.8,25.0
874,50.52,19,21,23,30,38,131,2,3,26.2,23.0
875,50.52,6,25,27,35,38,131,2,3,26.2,27.0
876,50.52,16,18,25,34,39,132,3,2,26.4,25.0
877,50.52,4,8,10,13,35,70,3,2,14.0,10.0
878,50.52,1,8,16,19,26,70,3,2,14.0,16.0
879,50.52,11,15,30,36,42,134,3,2,26.8,30.0
880,50.52,6,25,29,34,39,133,2,3,26.6,29.0
881,50.52,14,19,26,29,42,130,3,2,26.0,26.0
882,50.52,14,25,28,31,37,135,2,3,27.0,28.0
883,50.52,15,19,31,34,40,139,2,3,27.8,31.0
884,50.52,11,25,28,32,37,133,2,3,26.6,28.0
885,50.52,15,19,23,40,42,139,2,3,27.8,23.0
886,50.52,8,27,29,34,37,135,2,3,27.0,29.0
887,50.52,17,19,25,32,38,131,2,3,26.2,25.0
888,50.52,13,18,31,33,42,137,2,3,27.4,31.0
889,50.52,13,22,29,34,36,134,3,2,26.8,29.0
890,50.52,16,21,29,32,36,134,3,2,26.8,29.0
891,50.52,8,22,27,34,39,130,3,2,26.0,27.0
892,50.52,7,22,25,40,42,136,3,2,27.2,25.0
893,50.52,17,22,28,30,37,134,3,2,26.8,28.0
894,50.52,10,23,29,36,38,136,3,2,27.2,29.0
895,50.52,11,14,30,36,41,132,3,2,26.4,30.0
896,50.52,19,24,27,30,37,137,2,3,27.4,27.0
897,50.52,12,24,27,31,38,132,3,2,26.4,27.0
898,50.52,13,19,28,34,38,132,3,2,26.4,28.0
899,50.52,17,21,28,30,35,131,2,3,26.2,28.0
900,50.52,15,25,28,30,32,130,3,2,26.0,28.0
901,50.52,19,22,25,30,38,134,3,2,26.8,25.0
902,50.51,11,14,24,35,36,120,3,2,24.0,24.0
903,50.51,15,20,21,30,34,120,3,2,24.0,21.0
904,50.51,4,22,23,36,41,126,3,2,25.2,23.0
905,50.51,12,13,26,28,41,120,3,2,24.0,26.0
906,50.51,4,12,13,24,27,80,3,2,16.0,13.0
907,50.51,12,18,26,27,37,120,3,2,24.0,26.0
908,50.51,14,19,27,28,32,120,3,2,24.0,27.0
909,50.51,8,9,12,17,34,80,3,2,16.0,12.0
910,50.51,1,2,15,24,32,74,3,2,14.8,15.0
911,50.51,9,12,32,33,40,126,3,2,25.2,32.0
912,50.51,4,5,12,21,32,74,3,2,14.8,12.0
913,50.01,7,8,11,18,35,79,2,3,15.8,11.0
914,50.01,3,16,33,34,41,127,2,3,25.4,33.0
915,50.01,1,12,19,20,27,79,2,3,15.8,19.0
916,50.01,2,5,35,39,40,121,2,3,24.2,35.0
917,50.01,1,2,16,23,31,73,2,3,14.6,16.0
918,50.01,9,10,32,35,41,127,2,3,25.4,32.0
919,50.01,3,26,27,30,41,127,2,3,25.4,27.0
920,50.01,7,14,17,41,42,121,2,3,24.2,17.0
921,50.01,2,11,15,25,26,79,2,3,15.8,15.0
922,50.01,7,23,24,30,37,121,2,3,24.2,24.0
923,50.01,13,14,25,29,40,121,2,3,24.2,25.0
924,49.51,15,16,24,31,36,122,3,2,24.4,24.0
925,49.51,1,26,27,30,38,122,3,2,24.4,27.0
926,49.51,14,15,26,32,41,128,3,2,25.6,26.0
927,49.51,17,18,23,26,38,122,3,2,24.4,23.0
928,49.51,5,16,26,40,41,128,3,2,25.6,26.0
